"Species","Family","Order","Wing_length","Mass","Habitat","Trophic_level","Trophic_niche","HWI","Raw_CRB","Raw_certainty","CRB","Certainty","CRB_Final","brain_volume_mm3","brain.mass.g","brain_mass_calculated"
"Timalia_pileata__","Timaliidae","Passeriformes",66.4,16,"Shrubland","Carnivore","Invertivore",7.5,0,0,0,0,NA,NA,NA,NA
"Timeliopsis_fulvigula__","Meliphagidae","Passeriformes",75.1,18.3,"Forest","Carnivore","Invertivore",16.8,NA,NA,0,0,NA,NA,NA,NA
"Timeliopsis_griseigula__","Meliphagidae","Passeriformes",93.7,32,"Forest","Omnivore","Omnivore",17,NA,NA,0,0,NA,NA,NA,NA
"Tityra_braziliensis","Tityridae","Passeriformes",115.3,68.1,"Forest","Herbivore","Frugivore",27.1,0,0,0,0,NA,NA,NA,NA
"Tityra_braziliensis__","Tityridae","Passeriformes",115.3,68.1,"Forest","Herbivore","Frugivore",27.1,0,0,0,0,NA,NA,NA,NA
"Tityra_cayana","Tityridae","Passeriformes",117.2,68.1,"Forest","Herbivore","Frugivore",26.1,0,0,0,0,NA,NA,NA,NA
"Tityra_cayana__","Tityridae","Passeriformes",117.2,68.1,"Forest","Herbivore","Frugivore",26.1,0,0,0,0,NA,NA,NA,NA
"Tityra_inquisitor","Tityridae","Passeriformes",105.7,43.1,"Forest","Herbivore","Frugivore",26.5,NA,NA,0,0,NA,NA,NA,NA
"Tityra_inquisitor__","Tityridae","Passeriformes",105.7,43.1,"Forest","Herbivore","Frugivore",26.5,0,0,0,0,NA,NA,NA,NA
"Tityra_leucura","Tityridae","Passeriformes",105.7,43.1,NA,"Herbivore","Frugivore",26.5,NA,NA,0,0,NA,NA,NA,NA
"Tityra_leucura__","Tityridae","Passeriformes",105.7,43.1,NA,"Herbivore","Frugivore",26.5,0,0,0,0,NA,NA,NA,NA
"Tityra_semifasciata","Tityridae","Passeriformes",120.5,79.3,"Forest","Herbivore","Frugivore",24.8,NA,NA,0,0,NA,NA,NA,NA
"Tityra_semifasciata__","Tityridae","Passeriformes",120.5,79.3,"Forest","Herbivore","Frugivore",24.8,0,0,0,0,NA,NA,NA,NA
"Tmetothylacus_tenellus","Motacillidae","Passeriformes",82,20.1,"Grassland","Carnivore","Invertivore",23.7,NA,NA,0,0,NA,NA,NA,NA
"Todiramphus_albonotatus","Alcedinidae","Coraciiformes",82.2,32,"Forest","Carnivore","Invertivore",9.2,0,0,0,0,NA,NA,NA,NA
"Todiramphus_australasia","Alcedinidae","Coraciiformes",76,43,"Woodland","Carnivore","Invertivore",26.3,0,0,0,0,NA,NA,NA,NA
"Todiramphus_chloris","Alcedinidae","Coraciiformes",107.3,66.1,"Woodland","Carnivore","Invertivore",23.8,0,0,0,0,NA,NA,1.38824,NA
"Todiramphus_cinnamominus","Alcedinidae","Coraciiformes",94,62.2,"Forest","Carnivore","Invertivore",20.2,0,0,0,0,NA,NA,NA,NA
"Todiramphus_diops","Alcedinidae","Coraciiformes",84.6,47.4,"Woodland","Carnivore","Invertivore",29.9,0,0,0,0,NA,NA,NA,NA
"Todiramphus_enigma","Alcedinidae","Coraciiformes",104.3,66.1,"Riverine","Carnivore","Invertivore",23.1,0,0,0,0,NA,NA,NA,NA
"Todiramphus_farquhari","Alcedinidae","Coraciiformes",89,38.8,"Forest","Carnivore","Invertivore",25,0,0,0,0,NA,NA,NA,NA
"Todiramphus_funebris","Alcedinidae","Coraciiformes",112.2,126,"Forest","Carnivore","Invertivore",21.3,0,0,0,0,NA,NA,NA,NA
"Todiramphus_gambieri","Alcedinidae","Coraciiformes",90,39,"Shrubland","Carnivore","Invertivore",18.9,0,0,0,0,NA,NA,NA,NA
"Todiramphus_godeffroyi","Alcedinidae","Coraciiformes",98,63.4,"Forest","Carnivore","Invertivore",20.4,0,0,0,0,NA,NA,NA,NA
"Todiramphus_lazuli","Alcedinidae","Coraciiformes",91.8,47.4,"Forest","Carnivore","Invertivore",31.6,0,0,0,0,NA,NA,NA,NA
"Todiramphus_leucopygius","Alcedinidae","Coraciiformes",85.8,47.9,"Forest","Carnivore","Invertivore",27,0,0,0,0,NA,NA,NA,NA
"Todiramphus_macleayii","Alcedinidae","Coraciiformes",87.8,37.3,"Riverine","Carnivore","Invertivore",30.9,0,0,0,0,NA,NA,1.10852,NA
"Todiramphus_nigrocyaneus","Alcedinidae","Coraciiformes",92.2,54.2,"Forest","Carnivore","Omnivore",17.1,0,0,0,0,NA,NA,NA,NA
"Todiramphus_pelewensis","Alcedinidae","Coraciiformes",93.9,62.2,"Forest","Carnivore","Invertivore",23.7,0,0,0,0,NA,NA,NA,NA
"Todiramphus_pyrrhopygius","Alcedinidae","Coraciiformes",100.2,51.7,"Woodland","Carnivore","Invertivore",36.5,0,0,0,0,NA,NA,1.17068,NA
"Todiramphus_recurvirostris","Alcedinidae","Coraciiformes",80,53,"Woodland","Carnivore","Invertivore",24.4,0,0,0,0,NA,NA,NA,NA
"Todiramphus_reichenbachii","Alcedinidae","Coraciiformes",96.7,62.2,"Forest","Carnivore","Invertivore",23.3,0,0,0,0,NA,NA,NA,NA
"Todiramphus_ruficollaris","Alcedinidae","Coraciiformes",99,34.9,"Forest","Carnivore","Invertivore",18.2,0,0,0,0,NA,NA,NA,NA
"Todiramphus_sanctus","Alcedinidae","Coraciiformes",91.3,53,"Woodland","Carnivore","Invertivore",30.1,0,0,0,0,NA,967.18,1.06708,1.07
"Todiramphus_saurophagus","Alcedinidae","Coraciiformes",127.8,126,"Woodland","Carnivore","Omnivore",25.2,0,0,0,0,NA,NA,NA,NA
"Todiramphus_tutus","Alcedinidae","Coraciiformes",100,42.3,"Forest","Carnivore","Invertivore",19.4,0,0,0,0,NA,NA,NA,NA
"Todiramphus_veneratus","Alcedinidae","Coraciiformes",95.4,44.5,"Forest","Carnivore","Invertivore",20.8,0,0,0,0,NA,NA,NA,NA
"Todiramphus_winchelli","Alcedinidae","Coraciiformes",97.5,67.4,"Forest","Carnivore","Invertivore",24.3,0,0,0,0,NA,NA,NA,NA
"Todiramphus_youngi","Alcedinidae","Coraciiformes",99,50.5,"Forest","Carnivore","Invertivore",19.9,0,0,0,0,NA,NA,NA,NA
"Todirostrum_chrysocrotaphum","Tyrannidae","Passeriformes",40.2,7,"Forest","Carnivore","Invertivore",18.1,NA,NA,0,0,NA,NA,NA,NA
"Todirostrum_cinereum","Tyrannidae","Passeriformes",42.5,6.3,"Shrubland","Carnivore","Invertivore",15,NA,NA,0,0,NA,NA,NA,NA
"Todirostrum_maculatum","Tyrannidae","Passeriformes",45.3,7.3,"Forest","Carnivore","Invertivore",13.8,NA,NA,0,0,NA,NA,NA,NA
"Todirostrum_nigriceps","Tyrannidae","Passeriformes",37.9,6.5,"Forest","Carnivore","Invertivore",16.4,NA,NA,0,0,NA,NA,NA,NA
"Todirostrum_pictum","Tyrannidae","Passeriformes",42.1,6.8,"Forest","Carnivore","Invertivore",15.2,NA,NA,0,0,NA,NA,NA,NA
"Todirostrum_poliocephalum","Tyrannidae","Passeriformes",42.2,5.6,"Forest","Carnivore","Invertivore",12.5,NA,NA,0,0,NA,NA,NA,NA
"Todirostrum_viridanum","Tyrannidae","Passeriformes",44.5,6.5,"Shrubland","Carnivore","Invertivore",11.9,NA,NA,0,0,NA,NA,NA,NA
"Todus_angustirostris","Todidae","Coraciiformes",45.8,7.5,"Forest","Carnivore","Invertivore",14.1,NA,NA,0,0,NA,NA,NA,NA
"Todus_angustirostris__","Todidae","Coraciiformes",45.8,7.5,"Forest","Carnivore","Invertivore",14.1,0,0,0,0,NA,NA,NA,NA
"Todus_mexicanus","Todidae","Coraciiformes",42.3,5.9,"Forest","Carnivore","Invertivore",12.6,0,1,0,1,"0",NA,0.4144,NA
"Todus_mexicanus__","Todidae","Coraciiformes",42.3,5.9,"Forest","Carnivore","Invertivore",12.6,0,0,0,0,NA,NA,NA,NA
"Todus_multicolor","Todidae","Coraciiformes",42.4,5.9,"Shrubland","Carnivore","Invertivore",16.8,NA,NA,0,0,NA,NA,NA,NA
"Todus_multicolor__","Todidae","Coraciiformes",42.4,5.9,"Shrubland","Carnivore","Invertivore",16.8,0,0,0,0,NA,NA,NA,NA
"Todus_subulatus","Todidae","Coraciiformes",50.4,8.7,"Woodland","Carnivore","Invertivore",18.8,NA,NA,0,0,NA,NA,NA,NA
"Todus_subulatus__","Todidae","Coraciiformes",50.4,8.7,"Woodland","Carnivore","Invertivore",18.8,0,0,0,0,NA,NA,NA,NA
"Todus_todus","Todidae","Coraciiformes",46,6.4,"Forest","Carnivore","Invertivore",18.1,0,0,0,0,NA,NA,NA,NA
"Todus_todus__","Todidae","Coraciiformes",46,6.4,"Forest","Carnivore","Invertivore",18.1,0,0,0,0,NA,NA,NA,NA
"Tolmomyias_assimilis","Tyrannidae","Passeriformes",63.8,17,"Forest","Carnivore","Invertivore",14.8,NA,NA,0,0,NA,NA,NA,NA
"Tolmomyias_flaviventris","Tyrannidae","Passeriformes",59.9,12.2,"Forest","Carnivore","Invertivore",16.2,NA,NA,0,0,NA,NA,NA,NA
"Tolmomyias_flavotectus","Tyrannidae","Passeriformes",62.8,14.9,"Forest","Carnivore","Invertivore",17,NA,NA,0,0,NA,NA,NA,NA
"Tolmomyias_poliocephalus","Tyrannidae","Passeriformes",53.9,10.8,"Forest","Carnivore","Invertivore",14.8,NA,NA,0,0,NA,NA,NA,NA
"Tolmomyias_sulphurescens","Tyrannidae","Passeriformes",63,14.3,"Forest","Carnivore","Invertivore",15.7,NA,NA,0,0,NA,NA,NA,NA
"Tolmomyias_traylori","Tyrannidae","Passeriformes",57.5,11.5,"Forest","Carnivore","Invertivore",15.4,NA,NA,0,0,NA,NA,NA,NA
"Tolmomyias_viridiceps","Tyrannidae","Passeriformes",57.9,11.3,"Forest","Carnivore","Invertivore",12,NA,NA,0,0,NA,NA,NA,NA
"Torgos_tracheliotos","Accipitridae","Accipitriformes",711.4,6969,"","Scavenger","Scavenger",39.1,1,1,1,1,"1",NA,NA,NA
"Torreornis_inexpectata","Passerellidae","Passeriformes",64.4,25.5,"Shrubland","Omnivore","Omnivore",9,NA,NA,0,0,NA,NA,NA,NA
"Touit_batavicus","Psittacidae","Psittaciformes",115.6,55,"Forest","Herbivore","Omnivore",48.1,0,0,0,0,NA,NA,NA,NA
"Touit_costaricensis","Psittacidae","Psittaciformes",114.2,80,"Forest","Herbivore","Frugivore",43.1,0,0,0,0,NA,NA,NA,NA
"Touit_dilectissimus","Psittacidae","Psittaciformes",109,65,"Forest","Herbivore","Frugivore",42,1,0,1,0,"0",NA,NA,NA
"Touit_huetii","Psittacidae","Psittaciformes",111.2,60,"Forest","Herbivore","Frugivore",41.4,1,0,1,0,"0",NA,NA,NA
"Touit_melanonotus","Psittacidae","Psittaciformes",107.5,66.5,"Forest","Herbivore","Frugivore",42,0,0,0,0,NA,NA,NA,NA
"Touit_purpuratus","Psittacidae","Psittaciformes",106.1,59.7,"Forest","Herbivore","Frugivore",43.6,0,0,0,0,NA,NA,NA,NA
"Touit_stictopterus","Psittacidae","Psittaciformes",121.8,78.8,"Forest","Herbivore","Omnivore",41,0,0,0,0,NA,NA,NA,NA
"Touit_surdus","Psittacidae","Psittaciformes",116.8,51,"Forest","Herbivore","Frugivore",40.9,0,0,0,0,NA,NA,NA,NA
"Toxostoma_bendirei","Mimidae","Passeriformes",98.6,62.2,"Shrubland","Omnivore","Omnivore",19.6,NA,NA,0,0,NA,NA,NA,NA
"Toxostoma_cinereum","Mimidae","Passeriformes",98.2,59,"Shrubland","Carnivore","Invertivore",16.2,NA,NA,0,0,NA,NA,NA,NA
"Toxostoma_crissale","Mimidae","Passeriformes",101.2,62.7,"Shrubland","Carnivore","Invertivore",19.3,NA,NA,0,0,NA,NA,NA,NA
"Toxostoma_curvirostre","Mimidae","Passeriformes",111.6,80.5,"Shrubland","Omnivore","Invertivore",17.7,0,0,0,0,NA,NA,2.20668,NA
"Toxostoma_guttatum","Mimidae","Passeriformes",86.9,52.8,"Forest","Carnivore","Invertivore",12.2,NA,NA,0,0,NA,NA,NA,NA
"Toxostoma_lecontei","Mimidae","Passeriformes",96,61.9,"Shrubland","Carnivore","Invertivore",15.2,0,1,0,1,"0",NA,NA,NA
"Toxostoma_longirostre","Mimidae","Passeriformes",99.4,67.6,"Shrubland","Carnivore","Invertivore",8.9,0,1,0,1,"0",NA,NA,NA
"Toxostoma_ocellatum","Mimidae","Passeriformes",104,84.3,"Shrubland","Carnivore","Invertivore",7.5,NA,NA,0,0,NA,NA,NA,NA
"Toxostoma_redivivum","Mimidae","Passeriformes",102.4,84.4,"Shrubland","Omnivore","Invertivore",9.5,NA,NA,0,0,NA,NA,NA,NA
"Toxostoma_rufum","Mimidae","Passeriformes",102.5,68.8,"Shrubland","Omnivore","Omnivore",13.9,0,1,0,1,"0",NA,2.072,NA
"Trachylaemus_goffinii__","Lybiidae","Piciformes",104.2,76.1,"Forest","Carnivore","Invertivore",11.4,NA,NA,0,0,NA,NA,NA,NA
"Trachylaemus_purpuratus__","Lybiidae","Piciformes",106.8,76.1,"Forest","Carnivore","Invertivore",10.6,NA,NA,0,0,NA,NA,NA,NA
"Trachylaemus_togoensis__","Lybiidae","Piciformes",105.5,76.1,"Forest","Carnivore","Invertivore",11.7,NA,NA,0,0,NA,NA,NA,NA
"Trachyphonus_darnaudii__","Lybiidae","Piciformes",77.6,35.8,"Grassland","Herbivore","Omnivore",11.5,NA,NA,0,0,NA,NA,NA,NA
"Trachyphonus_emini__","Lybiidae","Piciformes",79.3,35.8,"Grassland","Herbivore","Omnivore",9.4,NA,NA,0,0,NA,NA,NA,NA
"Trachyphonus_erythrocephalus__","Lybiidae","Piciformes",96.6,63.5,"Shrubland","Omnivore","Omnivore",11.9,NA,NA,0,0,NA,NA,NA,NA
"Trachyphonus_margaritatus__","Lybiidae","Piciformes",94.6,64,"Shrubland","Omnivore","Omnivore",12.6,1,1,1,1,"1",NA,NA,NA
"Trachyphonus_usambiro__","Lybiidae","Piciformes",81.6,35.8,NA,"Herbivore","Omnivore",12,NA,NA,0,0,NA,NA,NA,NA
"Trachyphonus_vaillantii__","Lybiidae","Piciformes",100.4,69.4,"Woodland","Omnivore","Omnivore",14.2,NA,NA,0,0,NA,NA,NA,NA
"Tregellasia_capito","Petroicidae","Passeriformes",73.4,13.9,"Forest","Carnivore","Invertivore",25.5,NA,NA,0,0,NA,NA,0.79772,NA
"Tregellasia_leucops","Petroicidae","Passeriformes",74.4,15.6,"Forest","Carnivore","Invertivore",21.7,NA,NA,0,0,NA,NA,0.61124,NA
"Trichastoma_bicolor","Pellorneidae","Passeriformes",84.3,27.2,"Forest","Carnivore","Invertivore",10.8,NA,NA,0,0,NA,NA,NA,NA
"Trichastoma_buettikoferi","Pellorneidae","Passeriformes",65.8,17.1,"Forest","Carnivore","Invertivore",9,NA,NA,0,0,NA,NA,NA,NA
"Trichastoma_celebense","Pellorneidae","Passeriformes",74.8,23.6,"Shrubland","Carnivore","Invertivore",10.9,NA,NA,0,0,NA,NA,NA,NA
"Trichastoma_cinereiceps","Pellorneidae","Passeriformes",63,23.9,"Forest","Carnivore","Invertivore",8.2,NA,NA,0,0,NA,NA,NA,NA
"Trichastoma_malaccense","Pellorneidae","Passeriformes",69,21.4,"Forest","Carnivore","Invertivore",7.4,NA,NA,0,0,NA,NA,NA,NA
"Trichastoma_pyrrogenys","Pellorneidae","Passeriformes",64.9,23.2,"Forest","Carnivore","Invertivore",13.6,NA,NA,0,0,NA,NA,NA,NA
"Trichastoma_rostratum","Pellorneidae","Passeriformes",70.4,21,"Forest","Carnivore","Invertivore",12.7,NA,NA,0,0,NA,NA,NA,NA
"Trichastoma_tickelli","Pellorneidae","Passeriformes",62.2,17.1,"Forest","Carnivore","Invertivore",9.6,NA,NA,0,0,NA,NA,NA,NA
"Trichixos_pyrropygus__","Muscicapidae","Passeriformes",98.2,40.9,"Forest","Carnivore","Invertivore",14.3,NA,NA,0,0,NA,NA,NA,NA
"Trichodere_cockerelli__","Meliphagidae","Passeriformes",70.7,14.7,"Forest","Herbivore","Nectarivore",15.2,NA,NA,0,0,NA,NA,NA,NA
"Trichoglossus_capistratus","Psittacidae","Psittaciformes",145.2,113.3,"Forest","Herbivore","Omnivore",47.6,0,0,0,0,NA,NA,NA,NA
"Trichoglossus_chlorolepidotus","Psittacidae","Psittaciformes",128.3,87.1,"Woodland","Herbivore","Nectarivore",51.4,0,1,0,1,"0",3050,3.1598,3.37
"Trichoglossus_euteles","Psittacidae","Psittaciformes",126.2,73.7,"Forest","Herbivore","Nectarivore",49.7,0,1,0,1,"0",NA,NA,NA
"Trichoglossus_flavoviridis","Psittacidae","Psittaciformes",119.5,90.5,"Forest","Herbivore","Omnivore",50.5,0,1,0,1,"0",NA,NA,NA
"Trichoglossus_forsteni","Psittacidae","Psittaciformes",130.2,113.3,"Forest","Herbivore","Omnivore",40.4,0,0,0,0,NA,NA,NA,NA
"Trichoglossus_haematodus","Psittacidae","Psittaciformes",155.2,113.3,"Forest","Herbivore","Omnivore",49.7,1,1,1,1,"1",3725.81,3.7333296,4.12
"Trichoglossus_haematodus","Psittacidae","Psittaciformes",155.2,113.3,"Forest","Herbivore","Omnivore",49.7,1,1,1,1,"1",3725.81,3.79176,4.12
"Trichoglossus_iris","Psittacidae","Psittaciformes",112.4,55.2,"Forest","Herbivore","Nectarivore",45.4,0,0,0,0,NA,NA,NA,NA
"Trichoglossus_johnstoniae","Psittacidae","Psittaciformes",106.1,55.2,"Forest","Herbivore","Nectarivore",43.3,1,1,1,1,"1",NA,NA,NA
"Trichoglossus_meyeri","Psittacidae","Psittaciformes",101.8,90.5,"Forest","Herbivore","Omnivore",42.8,0,0,0,0,NA,NA,NA,NA
"Trichoglossus_moluccanus","Psittacidae","Psittaciformes",142.8,113.3,"Forest","Herbivore","Omnivore",45.9,1,1,1,1,"1",NA,NA,NA
"Trichoglossus_ornatus","Psittacidae","Psittaciformes",125,120,"Forest","Herbivore","Nectarivore",47.4,0,1,0,1,"0",NA,NA,NA
"Trichoglossus_rosenbergii","Psittacidae","Psittaciformes",133.4,113.3,"Forest","Herbivore","Omnivore",46.7,0,0,0,0,NA,NA,NA,NA
"Trichoglossus_rubiginosus","Psittacidae","Psittaciformes",141.2,77.5,"Forest","Herbivore","Nectarivore",43.5,0,0,0,0,NA,NA,NA,NA
"Trichoglossus_rubritorquis","Psittacidae","Psittaciformes",147,113.3,"Forest","Herbivore","Omnivore",49.6,1,0,1,0,"0",NA,NA,NA
"Trichoglossus_weberi","Psittacidae","Psittaciformes",124,113.3,"Forest","Herbivore","Omnivore",47.4,0,0,0,0,NA,NA,NA,NA
"Tricholaema_diademata__","Lybiidae","Piciformes",78,30.6,"Forest","Herbivore","Frugivore",14,NA,NA,0,0,NA,NA,NA,NA
"Tricholaema_frontata__","Lybiidae","Piciformes",77.4,26.8,"Woodland","Omnivore","Frugivore",18,NA,NA,0,0,NA,NA,NA,NA
"Tricholaema_hirsuta__","Lybiidae","Piciformes",88.8,55.2,"Forest","Omnivore","Frugivore",17.2,NA,NA,0,0,NA,NA,NA,NA
"Tricholaema_lacrymosa__","Lybiidae","Piciformes",68.8,22.9,"Forest","Herbivore","Frugivore",14.8,NA,NA,0,0,NA,NA,NA,NA
"Tricholaema_leucomelas__","Lybiidae","Piciformes",79,32.2,"Shrubland","Herbivore","Omnivore",16.2,NA,NA,0,0,NA,NA,NA,NA
"Tricholaema_melanocephala__","Lybiidae","Piciformes",66.4,20.5,"Shrubland","Omnivore","Invertivore",14.1,NA,NA,0,0,NA,NA,NA,NA
"Tricholestes_criniger","Pycnonotidae","Passeriformes",73.2,17.1,"Forest","Omnivore","Omnivore",15.3,NA,NA,0,0,NA,NA,NA,NA
"Trichothraupis_melanops","Thraupidae","Passeriformes",81.1,22.6,"Forest","Carnivore","Invertivore",19.2,0,0,0,0,NA,NA,NA,NA
"Trichothraupis_melanops","Thraupidae","Passeriformes",81.1,22.6,"Forest","Carnivore","Invertivore",19.2,NA,NA,0,0,NA,NA,NA,NA
"Triclaria_malachitacea","Psittacidae","Psittaciformes",159.8,90,"Forest","Herbivore","Omnivore",30.5,0,0,0,0,NA,NA,NA,NA
"Trigonoceps_occipitalis","Accipitridae","Accipitriformes",618,3016,"","Scavenger","Scavenger",43.1,0,1,0,1,"0",NA,NA,NA
"Trochalopteron_affine","Leiotrichidae","Passeriformes",101.8,72.7,"Shrubland","Carnivore","Invertivore",6.9,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_austeni","Leiotrichidae","Passeriformes",90.6,59,"Forest","Omnivore","Invertivore",5.5,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_chrysopterum","Leiotrichidae","Passeriformes",102.1,71.7,"Woodland","Omnivore","Invertivore",4.6,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_elliotii","Leiotrichidae","Passeriformes",96.6,45,"Forest","Carnivore","Invertivore",6.1,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_erythrocephalum","Leiotrichidae","Passeriformes",97.6,71.7,"Woodland","Omnivore","Invertivore",4,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_formosum","Leiotrichidae","Passeriformes",101.2,94.5,"Forest","Carnivore","Invertivore",3.8,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_henrici","Leiotrichidae","Passeriformes",102.8,65,"Shrubland","Carnivore","Invertivore",6.8,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_imbricatum","Leiotrichidae","Passeriformes",76.6,40.7,"Woodland","Carnivore","Invertivore",5.3,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_lineatum","Leiotrichidae","Passeriformes",81.3,40.7,"Woodland","Carnivore","Invertivore",8.7,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_melanostigma","Leiotrichidae","Passeriformes",97.8,71.7,"Woodland","Omnivore","Invertivore",7,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_milnei","Leiotrichidae","Passeriformes",101,79.5,"Forest","Carnivore","Invertivore",5.2,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_morrisonianum","Leiotrichidae","Passeriformes",100.2,73.1,"Forest","Omnivore","Frugivore",9.8,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_ngoclinhense","Leiotrichidae","Passeriformes",94,76.7,"Forest","Omnivore","Invertivore",11.6,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_peninsulae","Leiotrichidae","Passeriformes",97,71.7,"Woodland","Omnivore","Invertivore",4.1,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_squamatum","Leiotrichidae","Passeriformes",99.8,84,"Shrubland","Omnivore","Omnivore",4,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_subunicolor","Leiotrichidae","Passeriformes",92.3,65.9,"Shrubland","Carnivore","Invertivore",5,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_variegatum","Leiotrichidae","Passeriformes",103.4,64.5,"Forest","Omnivore","Invertivore",12.3,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_virgatum","Leiotrichidae","Passeriformes",81.5,48,"Forest","Carnivore","Invertivore",8.3,NA,NA,0,0,NA,NA,NA,NA
"Trochalopteron_yersini","Leiotrichidae","Passeriformes",102.6,78.6,"Forest","Carnivore","Invertivore",6.8,NA,NA,0,0,NA,NA,NA,NA
"Trochocercus_bivittatus","Monarchidae","Passeriformes",67.8,10.2,"Forest","Carnivore","Invertivore",13.9,NA,NA,0,0,NA,NA,NA,NA
"Trochocercus_cyanomelas","Monarchidae","Passeriformes",66.8,10.2,"Forest","Carnivore","Invertivore",14.8,NA,NA,0,0,NA,NA,NA,NA
"Trochocercus_nitens","Monarchidae","Passeriformes",64.7,11.8,"Forest","Carnivore","Invertivore",10.6,NA,NA,0,0,NA,NA,NA,NA
"Troglodytes_aedon","Troglodytidae","Passeriformes",51.4,10.9,"Shrubland","Carnivore","Invertivore",12.9,1,1,1,1,"1",613.9,0.54908,0.68
"Troglodytes_beani","Troglodytidae","Passeriformes",51.4,10.9,"Shrubland","Carnivore","Invertivore",12.9,0,0,0,0,NA,NA,NA,NA
"Troglodytes_cobbi","Troglodytidae","Passeriformes",53.3,19.1,"Grassland","Carnivore","Invertivore",12.2,0,0,0,0,NA,NA,NA,NA
"Troglodytes_hiemalis","Troglodytidae","Passeriformes",45.8,8.9,"Forest","Carnivore","Invertivore",17,1,1,1,1,"1",NA,NA,NA
"Troglodytes_monticola","Troglodytidae","Passeriformes",53.8,9,"Forest","Carnivore","Invertivore",10.7,0,0,0,0,NA,NA,NA,NA
"Troglodytes_ochraceus","Troglodytidae","Passeriformes",47,9.4,"Forest","Carnivore","Invertivore",15.1,0,0,0,0,NA,NA,NA,NA
"Troglodytes_pacificus","Troglodytidae","Passeriformes",44.2,9.4,"Forest","Carnivore","Invertivore",19,1,1,1,1,"1",NA,NA,NA
"Troglodytes_rufociliatus","Troglodytidae","Passeriformes",50.6,10,"Forest","Carnivore","Invertivore",14.2,0,0,0,0,NA,NA,NA,NA
"Troglodytes_rufulus","Troglodytidae","Passeriformes",54.6,16.1,"Forest","Carnivore","Invertivore",15.1,0,0,0,0,NA,NA,NA,NA
"Troglodytes_sissonii","Troglodytidae","Passeriformes",46.7,7.8,"Shrubland","Carnivore","Invertivore",13.8,0,0,0,0,NA,NA,NA,NA
"Troglodytes_solstitialis","Troglodytidae","Passeriformes",48.2,11.4,"Forest","Carnivore","Invertivore",13.4,0,0,0,0,NA,NA,NA,NA
"Troglodytes_tanneri","Troglodytidae","Passeriformes",58,12,"Shrubland","Carnivore","Invertivore",14.4,0,0,0,0,NA,NA,NA,NA
"Troglodytes_troglodytes","Troglodytidae","Passeriformes",48.5,9.7,"Forest","Carnivore","Invertivore",15.7,1,1,1,1,"1",486.873,NA,0.54
"Trogon_ambiguus","Trogonidae","Trogoniformes",130.4,70.9,"Woodland","Omnivore","Omnivore",42.2,0,0,0,0,NA,NA,NA,NA
"Trogon_aurantius","Trogonidae","Trogoniformes",128.8,73.3,"Forest","Carnivore","Invertivore",37.8,0,0,0,0,NA,NA,NA,NA
"Trogon_bairdii","Trogonidae","Trogoniformes",147.5,94.4,"Forest","Omnivore","Frugivore",36.4,0,0,0,0,NA,NA,NA,NA
"Trogon_chionurus","Trogonidae","Trogoniformes",135.2,89.7,"Forest","Herbivore","Frugivore",35.3,0,0,0,0,NA,NA,NA,NA
"Trogon_citreolus","Trogonidae","Trogoniformes",136.4,79,"Woodland","Omnivore","Omnivore",35.5,0,0,0,0,NA,NA,NA,NA
"Trogon_clathratus","Trogonidae","Trogoniformes",160,130,"Forest","Herbivore","Frugivore",37.1,0,0,0,0,NA,NA,NA,NA
"Trogon_collaris","Trogonidae","Trogoniformes",121.2,65.4,"Forest","Omnivore","Invertivore",38.4,0,0,0,0,NA,NA,NA,NA
"Trogon_comptus","Trogonidae","Trogoniformes",153.6,114,"Forest","Omnivore","Omnivore",33.4,0,0,0,0,NA,NA,NA,NA
"Trogon_curucui","Trogonidae","Trogoniformes",122.5,54,"Forest","Carnivore","Invertivore",36.1,0,0,0,0,NA,NA,NA,NA
"Trogon_elegans","Trogonidae","Trogoniformes",131,70.9,"Woodland","Omnivore","Omnivore",36.9,0,0,0,0,NA,NA,NA,NA
"Trogon_massena","Trogonidae","Trogoniformes",174,141,"Forest","Herbivore","Frugivore",36.1,0,0,0,0,NA,NA,NA,NA
"Trogon_melanocephalus","Trogonidae","Trogoniformes",142.7,85.1,"Forest","Omnivore","Omnivore",35.6,0,0,0,0,NA,NA,NA,NA
"Trogon_melanurus","Trogonidae","Trogoniformes",153.5,114,"Forest","Herbivore","Frugivore",35,0,0,0,0,NA,NA,NA,NA
