Species,Family,Order,Wing_length,Mass,Habitat,Trophic_level,Trophic_niche,HWI,Raw_CRB,Raw_certainty,CRB,Certainty,CRB_Final,brain_volume_mm3
Amazona_festiva,Psittacidae,Psittaciformes,198.4,430,Forest,Herbivore,Frugivore,29,1,0,1,0,0,
Amazona_finschi,Psittacidae,Psittaciformes,192.4,302,Woodland,Herbivore,Omnivore,36.5,1,1,1,1,1,
Amazona_guatemalae,Psittacidae,Psittaciformes,233.6,626,Forest,Herbivore,Omnivore,30.4,0,0,0,0,NA,
Amazona_guildingii,Psittacidae,Psittaciformes,262.5,646,Forest,Herbivore,Omnivore,31.4,1,1,1,1,1,
Amazona_imperialis,Psittacidae,Psittaciformes,282,529.5,Forest,Herbivore,Omnivore,28.1,0,0,0,0,NA,
Amazona_kawalli,Psittacidae,Psittaciformes,233.3,626,Forest,Herbivore,Frugivore,12.8,0,0,0,0,NA,
Amazona_leucocephala,Psittacidae,Psittaciformes,198.8,235.3,Forest,Herbivore,Omnivore,33.8,1,1,1,1,1,
Amazona_lilacina,Psittacidae,Psittaciformes,197.8,416,Forest,Herbivore,Frugivore,26.7,1,1,1,1,1,
Amazona_mercenarius,Psittacidae,Psittaciformes,214,340,Forest,Herbivore,Frugivore,32.4,1,1,1,1,1,
Amazona_ochrocephala,Psittacidae,Psittaciformes,212.9,476.9,Forest,Herbivore,Omnivore,28.3,1,1,1,1,1,
Amazona_oratrix,Psittacidae,Psittaciformes,222.6,476.9,Forest,Herbivore,Omnivore,34.8,1,1,1,1,1,
Amazona_pretrei,Psittacidae,Psittaciformes,203.9,272.8,Forest,Herbivore,Omnivore,26.2,1,1,1,1,1,
Amazona_rhodocorytha,Psittacidae,Psittaciformes,210,474.3,Forest,Herbivore,Frugivore,29.9,1,1,1,1,1,
Amazona_tucumana,Psittacidae,Psittaciformes,196.8,260,Forest,Herbivore,Omnivore,38.5,1,1,1,1,1,
Amazona_ventralis,Psittacidae,Psittaciformes,183.6,214,Forest,Herbivore,Omnivore,37,1,1,1,1,1,
Amazona_versicolor,Psittacidae,Psittaciformes,256.6,676,Forest,Herbivore,Omnivore,31.4,0,0,0,0,NA,"7,546.07"
Amazona_vinacea,Psittacidae,Psittaciformes,214.2,254,Forest,Herbivore,Omnivore,31.6,1,1,1,1,1,
Amazona_viridigenalis,Psittacidae,Psittaciformes,199,316,Forest,Herbivore,Omnivore,36.4,1,1,1,1,1,
Amazona_vittata,Psittacidae,Psittaciformes,182.2,279.3,Forest,Herbivore,Omnivore,33.4,1,0,1,0,0,
Amazona_xantholora,Psittacidae,Psittaciformes,165.2,217,Woodland,Herbivore,Frugivore,40.3,1,1,1,1,1,
Amblycercus_holosericeus__,Icteridae,Passeriformes,94.6,70.4,Forest,Carnivore,Invertivore,10.6,,,0,0,NA,
Amblyornis_flavifrons__,Ptilonorhynchidae,Passeriformes,132,120,Forest,Herbivore,Frugivore,21,,,0,0,NA,
Amblyornis_inornata__,Ptilonorhynchidae,Passeriformes,128.5,124,Forest,Omnivore,Frugivore,18.1,,,0,0,NA,
Amblyornis_macgregoriae__,Ptilonorhynchidae,Passeriformes,131.6,117.5,Forest,Herbivore,Frugivore,20.5,,,0,0,NA,
Amblyornis_subalaris__,Ptilonorhynchidae,Passeriformes,120.2,108.9,Forest,Omnivore,Frugivore,16.1,,,0,0,NA,
Amblyospiza_albifrons,Ploceidae,Passeriformes,90.9,41.6,Woodland,Omnivore,Omnivore,16.8,,,0,0,NA,
Amblyramphus_holosericeus__,Icteridae,Passeriformes,102.6,56.8,Wetland,Carnivore,Invertivore,12.2,,,0,0,NA,
Ammodramus_aurifrons,Passerellidae,Passeriformes,58.3,17.8,Shrubland,Herbivore,Granivore,9.7,0,0,0,0,NA,
Ammodramus_humeralis,Passerellidae,Passeriformes,56.4,16,Grassland,Herbivore,Granivore,4.3,,,0,0,NA,
Ammodramus_savannarum,Passerellidae,Passeriformes,58.2,17.6,Grassland,Omnivore,Invertivore,21.1,0,1,0,1,0,
Ammonastes_pelzelni,Thamnophilidae,Passeriformes,56.8,17.7,Forest,Carnivore,Invertivore,7,,,0,0,NA,
Ammonastes_pelzelni,Thamnophilidae,Passeriformes,56.8,17.7,Forest,Carnivore,Invertivore,7,,,0,0,NA,
Ammospiza_caudacuta,Passerellidae,Passeriformes,56.8,19.2,Wetland,Carnivore,Invertivore,18.9,1,0,1,0,0,
Ammospiza_leconteii,Passerellidae,Passeriformes,53,13,Grassland,Omnivore,Granivore,18.8,0,1,0,1,0,
Ammospiza_maritima,Passerellidae,Passeriformes,60.6,22.2,Wetland,Carnivore,Invertivore,14.8,,,0,0,NA,
Ammospiza_nelsoni,Passerellidae,Passeriformes,56.4,15.1,Wetland,Omnivore,Invertivore,21.9,,,0,0,NA,
Ampeliceps_coronatus,Sturnidae,Passeriformes,124.5,87.9,Forest,Herbivore,Frugivore,30,,,0,0,NA,
Ampelioides_tschudii,Cotingidae,Passeriformes,100.5,78.4,Forest,Omnivore,Frugivore,23.9,0,0,0,0,NA,
Ampelion_rubrocristatus,Cotingidae,Passeriformes,113.3,66.3,Forest,Herbivore,Frugivore,24.5,0,0,0,0,NA,
Ampelion_rufaxilla,Cotingidae,Passeriformes,115.8,73.9,Forest,Omnivore,Frugivore,28.5,0,0,0,0,NA,
Ampelornis_griseiceps,Thamnophilidae,Passeriformes,59.3,15,Forest,Carnivore,Invertivore,9.3,,,0,0,NA,
Ampelornis_griseiceps,Thamnophilidae,Passeriformes,59.3,15,Forest,Carnivore,Invertivore,9.3,,,0,0,NA,
Amphilais_seebohmi,Locustellidae,Passeriformes,50.1,12.3,Shrubland,Carnivore,Invertivore,12.1,,,0,0,NA,
Amphispiza_bilineata,Passerellidae,Passeriformes,63.5,13.5,Shrubland,Omnivore,Omnivore,17.7,1,0,1,0,0,
Amphispiza_quinquestriata,Passerellidae,Passeriformes,68.8,19.5,Shrubland,Herbivore,Omnivore,12.1,,,0,0,NA,
Amytornis_ballarae,Maluridae,Passeriformes,59.9,21,Shrubland,Omnivore,Omnivore,12.4,,,0,0,NA,
Amytornis_barbatus,Maluridae,Passeriformes,58.5,18.4,Grassland,Omnivore,Omnivore,10,0,0,0,0,NA,
Amytornis_dorotheae,Maluridae,Passeriformes,61,23.2,Rock,Omnivore,Omnivore,9.5,,,0,0,NA,
Amytornis_goyderi,Maluridae,Passeriformes,57.7,16.7,Grassland,Omnivore,Granivore,7.1,0,0,0,0,NA,
Amytornis_housei,Maluridae,Passeriformes,72.1,28.9,Rock,Omnivore,Omnivore,7.5,,,0,0,NA,
Amytornis_merrotsyi,Maluridae,Passeriformes,60.3,19.6,Grassland,Omnivore,Omnivore,10.7,,,0,0,NA,
Amytornis_modestus,Maluridae,Passeriformes,62.2,23,Grassland,Omnivore,Omnivore,9.6,0,0,0,0,NA,
Amytornis_purnelli,Maluridae,Passeriformes,61,21,Shrubland,Omnivore,Omnivore,6.3,,,0,0,NA,
Amytornis_striatus,Maluridae,Passeriformes,59.5,19.6,Grassland,Omnivore,Omnivore,7.5,0,1,0,1,0,
Amytornis_textilis,Maluridae,Passeriformes,64.5,23,Grassland,Omnivore,Omnivore,9.6,,,0,0,NA,
Amytornis_woodwardi,Maluridae,Passeriformes,74.5,35.1,Rock,Herbivore,Omnivore,6.1,,,0,0,NA,
Anabacerthia_amaurotis,Furnariidae,Passeriformes,76.2,19.2,Forest,Carnivore,Invertivore,15.5,,,0,0,NA,
Anabacerthia_lichtensteini,Furnariidae,Passeriformes,78.2,21,Forest,Carnivore,Invertivore,17.5,,,0,0,NA,
Anabacerthia_ruficaudata,Furnariidae,Passeriformes,90.2,30.1,Forest,Carnivore,Invertivore,18.2,,,0,0,NA,
Anabacerthia_striaticollis,Furnariidae,Passeriformes,87.3,24.8,Forest,Carnivore,Invertivore,18,,,0,0,NA,
Anabacerthia_variegaticeps,Furnariidae,Passeriformes,85.2,27.8,Forest,Carnivore,Invertivore,18.4,0,0,0,0,NA,
Anabathmis_hartlaubii__,Nectariniidae,Passeriformes,61,10.5,Forest,Omnivore,Invertivore,17.2,,,0,0,NA,
Anabathmis_newtonii__,Nectariniidae,Passeriformes,51.8,6.5,Forest,Omnivore,Omnivore,19.4,,,0,0,NA,
Anabathmis_reichenbachii__,Nectariniidae,Passeriformes,57.2,11.4,Wetland,Omnivore,Nectarivore,15.5,,,0,0,NA,
Anabazenops_dorsalis,Furnariidae,Passeriformes,92.7,35.4,Forest,Carnivore,Invertivore,13.9,,,0,0,NA,
Anabazenops_fuscus,Furnariidae,Passeriformes,91.6,38.5,Forest,Carnivore,Invertivore,14.4,,,0,0,NA,
Anairetes_alpinus,Tyrannidae,Passeriformes,63.5,9,Forest,Carnivore,Invertivore,15.1,,,0,0,NA,
Anairetes_fernandezianus,Tyrannidae,Passeriformes,55.9,6.9,Forest,Carnivore,Invertivore,13.5,,,0,0,NA,
Anairetes_flavirostris,Tyrannidae,Passeriformes,48,6,Shrubland,Carnivore,Invertivore,12.9,,,0,0,NA,
Anairetes_nigrocristatus,Tyrannidae,Passeriformes,57.8,9.2,Shrubland,Carnivore,Invertivore,11,,,0,0,NA,
Anairetes_parulus,Tyrannidae,Passeriformes,49.1,6.2,Shrubland,Carnivore,Invertivore,14.3,,,0,0,NA,
Anairetes_reguloides,Tyrannidae,Passeriformes,52.4,5.9,Shrubland,Carnivore,Invertivore,15.4,,,0,0,NA,
Anaplectes_jubaensis,Ploceidae,Passeriformes,82.8,22.6,Woodland,Carnivore,Invertivore,19.1,,,0,0,NA,
Anaplectes_leuconotos,Ploceidae,Passeriformes,82.8,22.6,Woodland,Carnivore,Invertivore,19.1,,,0,0,NA,
Anaplectes_rubriceps,Ploceidae,Passeriformes,79.8,22.6,Woodland,Carnivore,Invertivore,19.5,,,0,0,NA,
Ancistrops_strigilatus,Furnariidae,Passeriformes,92.8,35.9,Forest,Carnivore,Invertivore,18.1,0,0,0,0,NA,
Andigena_cucullata,Ramphastidae,Piciformes,178.6,311.8,Forest,Herbivore,Frugivore,10.2,,,0,0,NA,
Andigena_hypoglauca,Ramphastidae,Piciformes,171,312.8,Forest,Herbivore,Frugivore,10.7,,,0,0,NA,
Andigena_laminirostris,Ramphastidae,Piciformes,169.2,311,Forest,Herbivore,Frugivore,13,0,0,0,0,NA,
Andigena_nigrirostris,Ramphastidae,Piciformes,167.3,350,Forest,Herbivore,Frugivore,12,,,0,0,NA,
Andropadus_importunus,Pycnonotidae,Passeriformes,88.9,27.4,Shrubland,Herbivore,Frugivore,11.9,,,0,0,NA,
Anisognathus_flavinucha,Thraupidae,Passeriformes,91.4,44.5,Forest,Omnivore,Invertivore,21,0,0,0,0,NA,
Anisognathus_flavinucha,Thraupidae,Passeriformes,91.4,44.5,Forest,Omnivore,Invertivore,21,,,0,0,NA,
Anisognathus_igniventris,Thraupidae,Passeriformes,87.8,34,Forest,Herbivore,Frugivore,16.8,0,0,0,0,NA,
Anisognathus_igniventris,Thraupidae,Passeriformes,87.8,34,Forest,Herbivore,Frugivore,16.8,,,0,0,NA,
Anisognathus_lacrymosus,Thraupidae,Passeriformes,89.5,31,Forest,Herbivore,Frugivore,16.4,0,0,0,0,NA,
Anisognathus_lacrymosus,Thraupidae,Passeriformes,89.5,31,Forest,Herbivore,Frugivore,16.4,,,0,0,NA,
Anisognathus_lunulatus,Thraupidae,Passeriformes,87.8,34,Forest,Herbivore,Frugivore,16.8,0,0,0,0,NA,
Anisognathus_lunulatus,Thraupidae,Passeriformes,87.8,34,Forest,Herbivore,Frugivore,16.8,,,0,0,NA,
Anisognathus_melanogenys,Thraupidae,Passeriformes,87.5,41,Forest,Herbivore,Frugivore,17.5,0,0,0,0,NA,
Anisognathus_melanogenys,Thraupidae,Passeriformes,87.5,41,Forest,Herbivore,Frugivore,17.5,,,0,0,NA,
Anisognathus_notabilis,Thraupidae,Passeriformes,99.9,57.3,Forest,Herbivore,Frugivore,22.5,0,0,0,0,NA,
Anisognathus_notabilis,Thraupidae,Passeriformes,99.9,57.3,Forest,Herbivore,Frugivore,22.5,,,0,0,NA,
Anisognathus_somptuosus,Thraupidae,Passeriformes,92.1,44.5,Forest,Omnivore,Invertivore,20.9,0,0,0,0,NA,
Anisognathus_somptuosus,Thraupidae,Passeriformes,92.1,44.5,Forest,Omnivore,Invertivore,20.9,,,0,0,NA,
Anodorhynchus_glaucus,Psittacidae,Psittaciformes,362,940,NA,Herbivore,Frugivore,46,0,0,0,0,NA,
Anodorhynchus_hyacinthinus,Psittacidae,Psittaciformes,444,1331,Forest,Herbivore,Frugivore,30.9,1,1,1,1,1,
Anodorhynchus_leari,Psittacidae,Psittaciformes,378.1,940,Shrubland,Herbivore,Frugivore,30.7,1,1,1,1,1,
Anomalospiza_imberbis,Viduidae,Passeriformes,63.9,20.5,Grassland,Herbivore,Granivore,23.9,1,1,1,1,1,
Anthipes_monileger__,Muscicapidae,Passeriformes,61.5,11,Forest,Carnivore,Invertivore,17.7,,,0,0,NA,
Anthipes_solitaris__,Muscicapidae,Passeriformes,60.2,13.1,Forest,Carnivore,Invertivore,18.2,,,0,0,NA,
Anthobaphes_violacea__,Nectariniidae,Passeriformes,52.6,9.4,Shrubland,Herbivore,Nectarivore,16,0,1,0,1,0,
Anthochaera_carunculata,Meliphagidae,Passeriformes,154.5,106.1,Forest,Herbivore,Nectarivore,25.6,1,1,1,1,1,
Anthochaera_chrysoptera,Meliphagidae,Passeriformes,129.2,67.8,Forest,Herbivore,Nectarivore,19.8,1,1,1,1,1,
Anthochaera_lunulata,Meliphagidae,Passeriformes,122.1,61.8,Shrubland,Herbivore,Nectarivore,20.6,,,0,0,NA,
Anthochaera_paradoxa,Meliphagidae,Passeriformes,179.7,143.7,Forest,Herbivore,Nectarivore,23.2,1,1,1,1,1,
Anthochaera_phrygia,Meliphagidae,Passeriformes,110.1,40,Forest,Herbivore,Omnivore,26.6,1,1,1,1,1,
Anthornis_melanura,Meliphagidae,Passeriformes,86.4,26.9,Forest,Herbivore,Nectarivore,19.1,0,0,0,0,NA,
Anthoscopus_caroli,Remizidae,Passeriformes,52.6,6.9,Woodland,Omnivore,Invertivore,15.5,,,0,0,NA,
Anthoscopus_flavifrons,Remizidae,Passeriformes,54,8,Forest,Omnivore,Invertivore,19.6,,,0,0,NA,
Anthoscopus_minutus,Remizidae,Passeriformes,49.8,6.6,Shrubland,Omnivore,Invertivore,14.9,,,0,0,NA,
Anthoscopus_musculus,Remizidae,Passeriformes,49,5.2,Shrubland,Carnivore,Invertivore,13.5,,,0,0,NA,
Anthoscopus_parvulus,Remizidae,Passeriformes,50,5.8,Shrubland,Carnivore,Invertivore,15.3,,,0,0,NA,
Anthoscopus_punctifrons,Remizidae,Passeriformes,50.4,7,Desert,Carnivore,Invertivore,15.4,,,0,0,NA,
Anthoscopus_sylviella,Remizidae,Passeriformes,52.6,6.9,Shrubland,Omnivore,Invertivore,15.5,,,0,0,NA,
Anthreptes_anchietae__,Nectariniidae,Passeriformes,64.2,8,Woodland,Omnivore,Omnivore,15.4,,,0,0,NA,
Anthreptes_aurantius__,Nectariniidae,Passeriformes,64,12.5,Forest,Omnivore,Omnivore,13.7,,,0,0,NA,
Anthreptes_gabonicus__,Nectariniidae,Passeriformes,56.6,10.6,Woodland,Carnivore,Invertivore,13.6,,,0,0,NA,
Anthreptes_griseigularis__,Nectariniidae,Passeriformes,61,15,Woodland,Omnivore,Invertivore,16.8,,,0,0,NA,
Anthreptes_longuemarei__,Nectariniidae,Passeriformes,70.6,11.4,Woodland,Carnivore,Invertivore,17.3,,,0,0,NA,
Anthreptes_malacensis__,Nectariniidae,Passeriformes,67.1,11.3,Woodland,Omnivore,Invertivore,18.3,0,0,0,0,NA,
Anthreptes_neglectus__,Nectariniidae,Passeriformes,69.2,11.8,Forest,Omnivore,Omnivore,14.4,,,0,0,NA,
Anthreptes_orientalis__,Nectariniidae,Passeriformes,65.6,10.3,Woodland,Carnivore,Invertivore,15.2,,,0,0,NA,
Anthreptes_rectirostris__,Nectariniidae,Passeriformes,55,10.6,Forest,Omnivore,Omnivore,14.7,,,0,0,NA,
Anthreptes_reichenowi__,Nectariniidae,Passeriformes,53.5,7.3,Forest,Herbivore,Nectarivore,11.1,,,0,0,NA,
Anthreptes_rhodolaemus__,Nectariniidae,Passeriformes,65.2,13.1,Forest,Herbivore,Omnivore,21.8,,,0,0,NA,
Anthreptes_rubritorques__,Nectariniidae,Passeriformes,57.2,10.7,Forest,Herbivore,Omnivore,21,,,0,0,NA,
Anthreptes_seimundi__,Nectariniidae,Passeriformes,52.6,6.6,Forest,Herbivore,Omnivore,15,,,0,0,NA,
Anthreptes_simplex__,Nectariniidae,Passeriformes,59.9,8.9,Forest,Omnivore,Omnivore,16.1,,,0,0,NA,
Anthreptes_tephrolaemus__,Nectariniidae,Passeriformes,55,10.6,Forest,Omnivore,Omnivore,14.7,,,0,0,NA,
Anthus_antarcticus,Motacillidae,Passeriformes,81.8,36.1,Grassland,Carnivore,Invertivore,20.9,,,0,0,NA,
Anthus_berthelotii,Motacillidae,Passeriformes,72.2,15.9,Rock,Carnivore,Invertivore,23,,,0,0,NA,
Anthus_bogotensis,Motacillidae,Passeriformes,79.2,25.1,Grassland,Omnivore,Invertivore,19.2,,,0,0,NA,
Anthus_brachyurus,Motacillidae,Passeriformes,63.1,15.3,Grassland,Carnivore,Invertivore,19.8,,,0,0,NA,
Anthus_caffer,Motacillidae,Passeriformes,71.1,16.8,Grassland,Carnivore,Invertivore,20.4,,,0,0,NA,
Anthus_campestris,Motacillidae,Passeriformes,91.2,23,Grassland,Carnivore,Invertivore,28.5,,,0,0,NA,
Anthus_cervinus,Motacillidae,Passeriformes,83.3,20.9,Grassland,Carnivore,Invertivore,27.5,1,0,1,0,0,
Anthus_chacoensis,Motacillidae,Passeriformes,64.5,12.6,Grassland,Carnivore,Invertivore,23.9,,,0,0,NA,
Anthus_cinnamomeus,Motacillidae,Passeriformes,86.8,32.2,Grassland,Carnivore,Invertivore,24.6,,,0,0,NA,
Anthus_correndera,Motacillidae,Passeriformes,74.3,20.9,Grassland,Carnivore,Invertivore,21.5,,,0,0,NA,
Anthus_crenatus,Motacillidae,Passeriformes,84.3,30.7,Grassland,Carnivore,Invertivore,19.6,,,0,0,NA,
Anthus_furcatus,Motacillidae,Passeriformes,74.8,20.1,Grassland,Carnivore,Invertivore,27.9,,,0,0,NA,
Anthus_godlewskii,Motacillidae,Passeriformes,89.8,25.3,Rock,Carnivore,Invertivore,26,,,0,0,NA,
Anthus_gustavi,Motacillidae,Passeriformes,80.5,19.8,Shrubland,Carnivore,Invertivore,31.3,0,0,0,0,NA,
Anthus_gutturalis,Motacillidae,Passeriformes,96.3,36.3,Grassland,Omnivore,Invertivore,20.4,,,0,0,NA,
Anthus_hellmayri,Motacillidae,Passeriformes,76.2,18.6,Grassland,Carnivore,Invertivore,18.5,,,0,0,NA,
Anthus_hodgsoni,Motacillidae,Passeriformes,81,21.3,Grassland,Carnivore,Invertivore,25.9,,,0,0,NA,
Anthus_hoeschi,Motacillidae,Passeriformes,84.9,27,Grassland,Carnivore,Invertivore,29.1,,,0,0,NA,
Anthus_leucophrys,Motacillidae,Passeriformes,94.9,25,Grassland,Carnivore,Invertivore,28.4,,,0,0,NA,
Anthus_lineiventris,Motacillidae,Passeriformes,84,35,Grassland,Carnivore,Invertivore,17.8,,,0,0,NA,
Anthus_lutescens,Motacillidae,Passeriformes,60.4,12.6,Shrubland,Carnivore,Invertivore,6.4,,,0,0,NA,
Anthus_melindae,Motacillidae,Passeriformes,83.6,22.5,Grassland,Carnivore,Invertivore,19.4,,,0,0,NA,
Anthus_nattereri,Motacillidae,Passeriformes,71.9,19.5,Grassland,Carnivore,Invertivore,19.1,,,0,0,NA,
Anthus_nilghiriensis,Motacillidae,Passeriformes,74.8,31,Grassland,Carnivore,Invertivore,15.8,0,0,0,0,NA,
Anthus_novaeseelandiae,Motacillidae,Passeriformes,83.8,24.1,Grassland,Carnivore,Invertivore,22.6,,,0,0,NA,
Anthus_nyassae,Motacillidae,Passeriformes,89.9,24.3,Grassland,Carnivore,Invertivore,19.5,,,0,0,NA,
Anthus_pallidiventris,Motacillidae,Passeriformes,93,31,Grassland,Carnivore,Invertivore,21.3,,,0,0,NA,
Anthus_peruvianus,Motacillidae,Passeriformes,64,12.6,Shrubland,Carnivore,Invertivore,22,,,0,0,NA,
Anthus_petrosus,Motacillidae,Passeriformes,88.2,22.4,Rock,Carnivore,Invertivore,26.5,,,0,0,NA,
Anthus_pratensis,Motacillidae,Passeriformes,77.8,18.4,Grassland,Carnivore,Invertivore,24.3,0,1,0,1,0,
Anthus_richardi,Motacillidae,Passeriformes,92,32.2,Grassland,Carnivore,Invertivore,29.3,0,0,0,0,NA,
Anthus_roseatus,Motacillidae,Passeriformes,82.8,20.6,Grassland,Carnivore,Invertivore,18.1,,,0,0,NA,
Anthus_rubescens,Motacillidae,Passeriformes,85,20.7,Grassland,Carnivore,Invertivore,28.4,1,1,1,1,1,
Anthus_rufulus,Motacillidae,Passeriformes,77.4,20.4,Grassland,Carnivore,Invertivore,21.6,,,0,0,NA,
Anthus_similis,Motacillidae,Passeriformes,90.2,25.3,Grassland,Carnivore,Invertivore,19.3,,,0,0,NA,
Anthus_sokokensis,Motacillidae,Passeriformes,68.8,15,Forest,Carnivore,Invertivore,18.1,,,0,0,NA,
Anthus_spinoletta,Motacillidae,Passeriformes,86.9,23.9,Grassland,Carnivore,Invertivore,23.4,,,0,0,NA,
Anthus_spragueii,Motacillidae,Passeriformes,78.1,25.5,Grassland,Carnivore,Invertivore,26.4,,,0,0,NA,
Anthus_sylvanus,Motacillidae,Passeriformes,80.4,31,Grassland,Carnivore,Invertivore,20.1,,,0,0,NA,
Anthus_trivialis,Motacillidae,Passeriformes,86.1,23.3,Woodland,Omnivore,Invertivore,29.3,0,0,0,0,NA,
Anthus_vaalensis,Motacillidae,Passeriformes,103,27,Grassland,Carnivore,Invertivore,24.4,,,0,0,NA,
Antilophia_bokermanni,Pipridae,Passeriformes,75.4,19.8,Woodland,Herbivore,Frugivore,9.8,,,0,0,NA,
Antilophia_galeata,Pipridae,Passeriformes,77.2,21.5,Forest,Omnivore,Frugivore,12.3,,,0,0,NA,
Anumara_forbesi__,Icteridae,Passeriformes,103,65.9,Forest,Omnivore,Invertivore,16.7,,,0,0,NA,
Anumbius_annumbi,Furnariidae,Passeriformes,81.4,41.5,Grassland,Carnivore,Invertivore,20.5,0,0,0,0,NA,
Apalharpactes_mackloti__,Trogonidae,Trogoniformes,126.2,118,Forest,Carnivore,Invertivore,40.1,0,0,0,0,NA,
Apalharpactes_reinwardtii__,Trogonidae,Trogoniformes,135.5,118,Forest,Carnivore,Invertivore,40.4,0,0,0,0,NA,
Apaloderma_aequatoriale__,Trogonidae,Trogoniformes,114.2,67.7,Forest,Carnivore,Invertivore,36.5,0,0,0,0,NA,
Apaloderma_narina__,Trogonidae,Trogoniformes,129.9,67.7,Forest,Carnivore,Invertivore,39.3,0,0,0,0,NA,
Apaloderma_vittatum__,Trogonidae,Trogoniformes,121.9,55,Forest,Carnivore,Invertivore,38.3,0,0,0,0,NA,
Aphanotriccus_audax,Tyrannidae,Passeriformes,54.6,11.2,Forest,Carnivore,Invertivore,16.8,,,0,0,NA,
Aphanotriccus_capitalis,Tyrannidae,Passeriformes,58.7,11.8,Forest,Carnivore,Invertivore,17.3,,,0,0,NA,
Aphrastura_masafucrae,Furnariidae,Passeriformes,65.8,12.2,Forest,Carnivore,Invertivore,18.9,,,0,0,NA,
Aphrastura_spinicauda,Furnariidae,Passeriformes,59.4,11.5,Forest,Carnivore,Invertivore,20.5,0,0,0,0,NA,
Aplonis_atrifusca,Sturnidae,Passeriformes,144.8,146,Forest,Herbivore,Frugivore,21.2,,,0,0,NA,
Aplonis_brunneicapillus,Sturnidae,Passeriformes,106.5,66.7,Forest,Herbivore,Frugivore,30.5,,,0,0,NA,
Aplonis_cantoroides,Sturnidae,Passeriformes,97.5,55.7,Forest,Omnivore,Frugivore,27,,,0,0,NA,
Aplonis_cinerascens,Sturnidae,Passeriformes,119.8,82.9,Forest,Herbivore,Omnivore,23.2,,,0,0,NA,
Aplonis_circumscripta,Sturnidae,Passeriformes,105.4,56.5,Forest,Herbivore,Frugivore,36,,,0,0,NA,
Aplonis_crassa,Sturnidae,Passeriformes,100.7,59,Forest,Herbivore,Frugivore,28.4,,,0,0,NA,
Aplonis_dichroa,Sturnidae,Passeriformes,114,84,Forest,Herbivore,Frugivore,21.2,,,0,0,NA,
Aplonis_feadensis,Sturnidae,Passeriformes,119.8,72,Forest,Omnivore,Frugivore,24,,,0,0,NA,
Aplonis_grandis,Sturnidae,Passeriformes,133.6,134,Forest,Herbivore,Frugivore,21.3,,,0,0,NA,
Aplonis_insularis,Sturnidae,Passeriformes,103,69.9,Forest,Herbivore,Frugivore,20.7,,,0,0,NA,
Aplonis_magna,Sturnidae,Passeriformes,120,190,Forest,Herbivore,Frugivore,28.9,,,0,0,NA,
Aplonis_magna,Sturnidae,Passeriformes,107.6,56.5,Forest,Herbivore,Frugivore,34.2,1,1,1,1,1,
Aplonis_minor,Sturnidae,Passeriformes,96.3,42,Forest,Herbivore,Frugivore,34.6,,,0,0,NA,
Aplonis_mysolensis,Sturnidae,Passeriformes,108.8,62,Forest,Herbivore,Frugivore,29.3,,,0,0,NA,
Aplonis_mystacea,Sturnidae,Passeriformes,99.6,68.7,Forest,Herbivore,Frugivore,27.7,,,0,0,NA,
Aplonis_opaca,Sturnidae,Passeriformes,125.2,83.4,Forest,Herbivore,Omnivore,23.8,1,1,1,1,1,
Aplonis_panayensis,Sturnidae,Passeriformes,95.5,56.2,Shrubland,Herbivore,Frugivore,34.9,1,1,1,1,1,
Aplonis_pelzelni,Sturnidae,Passeriformes,100,47,Forest,Herbivore,Frugivore,20.8,,,0,0,NA,
Aplonis_santovestris,Sturnidae,Passeriformes,96.5,68.7,Forest,Herbivore,Omnivore,19.5,,,0,0,NA,
Aplonis_striata,Sturnidae,Passeriformes,100,54.2,Forest,Herbivore,Frugivore,24.8,,,0,0,NA,
Aplonis_tabuensis,Sturnidae,Passeriformes,99.2,62.5,Forest,Herbivore,Frugivore,22.1,,,0,0,NA,
Aplonis_zelandica,Sturnidae,Passeriformes,103.4,68.7,Forest,Herbivore,Frugivore,21.2,,,0,0,NA,
Aprositornis_disjuncta,Thamnophilidae,Passeriformes,58,15,Forest,Carnivore,Invertivore,9.2,,,0,0,NA,
Aprositornis_disjuncta,Thamnophilidae,Passeriformes,58,15,Forest,Carnivore,Invertivore,9.2,,,0,0,NA,
Aprosmictus_erythropterus,Psittacidae,Psittaciformes,190.2,136,Forest,Herbivore,Omnivore,45.5,0,0,0,0,NA,3850
Aprosmictus_jonquillaceus,Psittacidae,Psittaciformes,176.5,119,Woodland,Herbivore,Omnivore,38.5,0,0,0,0,NA,
Aquila_adalberti,Accipitridae,Accipitriformes,592.5,2958,,Carnivore,Vertivore,39.7,1,1,1,1,1,
Aquila_africana,Accipitridae,Accipitriformes,342.2,1047,,Carnivore,Vertivore,27.4,0,0,0,0,NA,
Aquila_audax,Accipitridae,Accipitriformes,617.7,3449.9,,Carnivore,Vertivore,39.6,0,0,0,0,NA,"15,997.10"
Aquila_chrysaetos,Accipitridae,Accipitriformes,603.1,4248,,Carnivore,Vertivore,36.7,1,1,1,1,1,"18,040.64"
Aquila_fasciata,Accipitridae,Accipitriformes,486.8,1936.5,,Carnivore,Vertivore,37.3,1,1,1,1,1,
Aquila_gurneyi,Accipitridae,Accipitriformes,544.5,3060,,Carnivore,Vertivore,33.8,0,0,0,0,NA,
