Species,Family,Order,Wing_length,Mass,Habitat,Trophic_level,Trophic_niche,HWI,Raw_CRB,Raw_certainty,CRB,Certainty,CRB_Final,brain_volume_mm3
Panurus_biarmicus,Panuridae,Passeriformes,60,13.8,Wetland,Omnivore,Invertivore,22.1,1,1,1,1,1,
Parabuteo_leucorrhous,Accipitridae,Accipitriformes,241,290,,Carnivore,Vertivore,27.3,0,0,0,0,NA,
Parabuteo_unicinctus,Accipitridae,Accipitriformes,320.8,850.3,,Carnivore,Vertivore,30.8,1,1,1,1,1,
Paradigalla_brevicauda,Paradisaeidae,Passeriformes,151.1,167.9,Forest,Omnivore,Frugivore,7.8,,,0,0,NA,
Paradigalla_carunculata,Paradisaeidae,Passeriformes,169.1,170,Forest,Herbivore,Frugivore,6.3,,,0,0,NA,
Paradisaea_apoda,Paradisaeidae,Passeriformes,212.8,172,Forest,Omnivore,Frugivore,15,0,0,0,0,NA,
Paradisaea_decora,Paradisaeidae,Passeriformes,167.1,237,Forest,Omnivore,Frugivore,14.6,,,0,0,NA,
Paradisaea_guilielmi,Paradisaeidae,Passeriformes,173,256,Forest,Herbivore,Frugivore,12.1,,,0,0,NA,
Paradisaea_minor,Paradisaeidae,Passeriformes,178.4,207.9,Forest,Herbivore,Frugivore,15.4,,,0,0,NA,
Paradisaea_raggiana,Paradisaeidae,Passeriformes,188.5,212.6,Forest,Omnivore,Frugivore,14.7,0,0,0,0,NA,
Paradisaea_rubra,Paradisaeidae,Passeriformes,171.1,178.2,Forest,Omnivore,Frugivore,11.9,,,0,0,NA,
Paradisornis_rudolphi,Paradisaeidae,Passeriformes,151.7,164.1,Forest,Herbivore,Frugivore,12.8,,,0,0,NA,
Paradoxornis_flavirostris,Sylviidae,Passeriformes,87.8,26,Grassland,Omnivore,Omnivore,9.6,,,0,0,NA,
Paradoxornis_guttaticollis,Sylviidae,Passeriformes,85.2,26,Shrubland,Omnivore,Omnivore,9,,,0,0,NA,
Paradoxornis_heudei,Sylviidae,Passeriformes,63.4,32,Wetland,Carnivore,Invertivore,11.5,,,0,0,NA,
Pardaliparus_amabilis,Paridae,Passeriformes,65.1,12.7,Forest,Carnivore,Invertivore,17.7,,,0,0,NA,
Pardaliparus_elegans,Paridae,Passeriformes,61.2,12.8,Forest,Carnivore,Invertivore,14.2,,,0,0,NA,
Pardaliparus_venustulus,Paridae,Passeriformes,63.2,10.6,Forest,Carnivore,Invertivore,24.3,,,0,0,NA,
Pardalotus_punctatus,Pardalotidae,Passeriformes,56.5,8.7,Forest,Omnivore,Invertivore,24.8,1,0,1,0,0,447.876
Pardalotus_quadragintus,Pardalotidae,Passeriformes,57.8,10.7,Forest,Carnivore,Invertivore,25.7,,,0,0,NA,
Pardalotus_rubricatus,Pardalotidae,Passeriformes,63.2,10.9,Shrubland,Carnivore,Invertivore,28.6,,,0,0,NA,
Pardalotus_striatus,Pardalotidae,Passeriformes,63.7,11.4,Forest,Carnivore,Invertivore,28,,,0,0,NA,
Parkerthraustes_humeralis,Thraupidae,Passeriformes,83.9,37,Forest,Omnivore,Omnivore,23.8,0,0,0,0,NA,
Parkesia_motacilla,Parulidae,Passeriformes,79.8,19.9,Forest,Carnivore,Invertivore,29.7,0,1,0,1,0,
Parkesia_noveboracensis,Parulidae,Passeriformes,73.9,16.3,Shrubland,Carnivore,Invertivore,28,0,1,0,1,0,
Parmoptila_jamesoni,Estrildidae,Passeriformes,51.2,9.5,Forest,Carnivore,Invertivore,13.6,,,0,0,NA,
Parmoptila_rubrifrons,Estrildidae,Passeriformes,46.5,9.5,Forest,Carnivore,Invertivore,13.9,,,0,0,NA,
Parmoptila_woodhousei,Estrildidae,Passeriformes,50.2,9.4,Forest,Carnivore,Invertivore,12.6,,,0,0,NA,
Paroaria_baeri,Thraupidae,Passeriformes,78.5,25.8,Shrubland,Omnivore,Invertivore,15.2,0,0,0,0,NA,
Paroaria_capitata,Thraupidae,Passeriformes,79.6,22.3,Shrubland,Herbivore,Omnivore,13.5,0,0,0,0,NA,
Paroaria_coronata,Thraupidae,Passeriformes,98.6,37.8,Shrubland,Herbivore,Omnivore,17.6,0,0,0,0,NA,
Paroaria_dominicana,Thraupidae,Passeriformes,91.2,33.2,Shrubland,Omnivore,Omnivore,18,0,0,0,0,NA,
Paroaria_gularis,Thraupidae,Passeriformes,83.6,23.6,Shrubland,Herbivore,Omnivore,15.3,1,0,1,0,0,
Paroaria_nigrogenis,Thraupidae,Passeriformes,76.7,21.5,Shrubland,Herbivore,Omnivore,20.4,0,0,0,0,NA,
Parophasma_galinieri,Sylviidae,Passeriformes,84.8,21.5,Woodland,Herbivore,Frugivore,11.3,,,0,0,NA,
Paroreomyza_maculata,Fringillidae,Passeriformes,65,11.3,Forest,Carnivore,Invertivore,19.7,,,0,0,NA,
Paroreomyza_montana,Fringillidae,Passeriformes,64.6,13.1,Forest,Carnivore,Invertivore,18.7,,,0,0,NA,
Parotia_berlepschi,Paradisaeidae,Passeriformes,151,163.2,Forest,Omnivore,Frugivore,9.6,,,0,0,NA,
Parotia_carolae,Paradisaeidae,Passeriformes,149.1,163.2,Forest,Omnivore,Frugivore,8.4,,,0,0,NA,
Parotia_lawesii,Paradisaeidae,Passeriformes,150.6,161.4,Forest,Omnivore,Frugivore,7.9,0,0,0,0,NA,
Parotia_sefilata,Paradisaeidae,Passeriformes,156.6,181.7,Forest,Omnivore,Omnivore,9.1,,,0,0,NA,
Parotia_wahnesi,Paradisaeidae,Passeriformes,161.7,158,Forest,Omnivore,Omnivore,14.6,,,0,0,NA,
Parus_major,Paridae,Passeriformes,70.9,16.3,Woodland,Omnivore,Invertivore,18.7,1,1,1,1,1,
Parus_monticolus,Paridae,Passeriformes,66.2,14,Forest,Omnivore,Invertivore,15.7,,,0,0,NA,
Passer_ammodendri,Passeridae,Passeriformes,77.4,28.9,Desert,Herbivore,Granivore,24.6,0,0,0,0,NA,
Passer_castanopterus,Passeridae,Passeriformes,69.2,18,Desert,Herbivore,Granivore,20.9,,,0,0,NA,
Passer_cinnamomeus,Passeridae,Passeriformes,69,18.5,Forest,Herbivore,Granivore,31.5,1,1,1,1,1,
Passer_cordofanicus,Passeridae,Passeriformes,73.1,22,NA,Herbivore,Granivore,17.2,,,0,0,NA,
Passer_diffusus,Passeridae,Passeriformes,80.7,24.2,Woodland,Herbivore,Granivore,22.9,,,0,0,NA,
Passer_domesticus,Passeridae,Passeriformes,74.9,26.5,Human Modified,Herbivore,Granivore,27.3,1,1,1,1,1,954.88
Passer_eminibey,Passeridae,Passeriformes,59.7,13.4,Shrubland,Herbivore,Granivore,19.9,0,0,0,0,NA,
Passer_euchlorus,Passeridae,Passeriformes,59.1,14,Shrubland,Herbivore,Granivore,18,,,0,0,NA,
Passer_flaveolus,Passeridae,Passeriformes,69.8,19.4,Forest,Herbivore,Granivore,25.1,,,0,0,NA,
Passer_gongonensis,Passeridae,Passeriformes,95.4,39.9,Shrubland,Herbivore,Granivore,22.5,,,0,0,NA,
Passer_griseus,Passeridae,Passeriformes,78.9,27.8,Shrubland,Herbivore,Granivore,20.7,0,0,0,0,NA,
Passer_hemileucus,Passeridae,Passeriformes,69.5,30.2,NA,Herbivore,Granivore,17.9,,,0,0,NA,
Passer_hispaniolensis,Passeridae,Passeriformes,76.3,24.2,Shrubland,Herbivore,Granivore,26,1,1,1,1,1,
Passer_iagoensis,Passeridae,Passeriformes,59.7,31.5,Rock,Herbivore,Granivore,18,1,1,1,1,1,
Passer_insularis,Passeridae,Passeriformes,73.2,27.3,Shrubland,Herbivore,Granivore,14.6,0,0,0,0,NA,
Passer_italiae,Passeridae,Passeriformes,76.9,28.3,Human Modified,Herbivore,Granivore,26,0,0,0,0,NA,
Passer_luteus,Passeridae,Passeriformes,62.6,11.2,Shrubland,Herbivore,Granivore,21.4,1,1,1,1,1,
Passer_melanurus,Passeridae,Passeriformes,74.6,29.5,Woodland,Herbivore,Granivore,24,1,1,1,1,1,
Passer_moabiticus,Passeridae,Passeriformes,58.9,16.5,Shrubland,Herbivore,Granivore,19.5,,,0,0,NA,
Passer_montanus,Passeridae,Passeriformes,67.9,21.4,Woodland,Omnivore,Granivore,24.6,1,1,1,1,1,
Passer_motitensis,Passeridae,Passeriformes,77.5,30.2,Grassland,Herbivore,Granivore,16.1,,,0,0,NA,
Passer_pyrrhonotus,Passeridae,Passeriformes,66.2,22,Shrubland,Herbivore,Granivore,24.6,1,1,1,1,1,
Passer_rufocinctus,Passeridae,Passeriformes,74.9,27.8,Woodland,Herbivore,Granivore,24,,,0,0,NA,
Passer_shelleyi,Passeridae,Passeriformes,70.2,22,NA,Herbivore,Granivore,22.7,,,0,0,NA,
Passer_simplex,Passeridae,Passeriformes,75.8,19.5,Shrubland,Omnivore,Granivore,25.2,,,0,0,NA,
Passer_suahelicus,Passeridae,Passeriformes,83.9,25,Grassland,Herbivore,Granivore,19.2,,,0,0,NA,
Passer_swainsonii,Passeridae,Passeriformes,87,31.6,Shrubland,Herbivore,Granivore,20.2,,,0,0,NA,
Passer_zarudnyi,Passeridae,Passeriformes,72.9,19.5,Shrubland,Omnivore,Granivore,24.4,,,0,0,NA,
Passerculus_bairdii,Passerellidae,Passeriformes,65.6,18.1,Grassland,Herbivore,Granivore,19,,,0,0,NA,
Passerculus_guttatus,Passerellidae,Passeriformes,72.8,20,Grassland,Omnivore,Omnivore,24.1,,,0,0,NA,
Passerculus_henslowii,Passerellidae,Passeriformes,54.7,12.8,Grassland,Omnivore,Omnivore,15.6,,,0,0,NA,
Passerculus_rostratus,Passerellidae,Passeriformes,72.8,20,Grassland,Omnivore,Omnivore,24.1,,,0,0,NA,
Passerculus_sanctorum,Passerellidae,Passeriformes,72.8,20,Grassland,Omnivore,Omnivore,24.1,,,0,0,NA,
Passerculus_sandwichensis,Passerellidae,Passeriformes,72.8,20,Grassland,Omnivore,Omnivore,24.1,,,0,0,NA,
Passerella_arborea,Passerellidae,Passeriformes,72.2,17.8,Shrubland,Omnivore,Omnivore,19.9,,,0,0,NA,
Passerella_iliaca,Passerellidae,Passeriformes,84.2,33.3,Forest,Omnivore,Omnivore,26.1,0,1,0,1,0,
Passerella_megarhyncha,Passerellidae,Passeriformes,84.2,33.3,Forest,Omnivore,Omnivore,26.1,,,0,0,NA,
Passerella_schistacea,Passerellidae,Passeriformes,81,33.3,Forest,Omnivore,Omnivore,26.1,,,0,0,NA,
Passerella_unalaschcensis,Passerellidae,Passeriformes,84.2,33.3,Forest,Omnivore,Omnivore,26.1,,,0,0,NA,
Pastor_roseus,Sturnidae,Passeriformes,128.9,73,Grassland,Omnivore,Omnivore,36.8,1,1,1,1,1,"1,425.07"
Pelargopsis_amauroptera,Alcedinidae,Coraciiformes,139,162,Woodland,Carnivore,Aquatic predator,21.8,0,0,0,0,NA,
Pelargopsis_capensis,Alcedinidae,Coraciiformes,146.7,178.7,Riverine,Carnivore,Aquatic predator,20.1,0,0,0,0,NA,
Pelargopsis_melanorhyncha,Alcedinidae,Coraciiformes,147.8,193.3,Woodland,Carnivore,Aquatic predator,22.5,0,0,0,0,NA,
Pellorneum_albiventre,Pellorneidae,Passeriformes,54.9,21.5,Shrubland,Carnivore,Invertivore,7.8,,,0,0,NA,
Pellorneum_capistratum,Pellorneidae,Passeriformes,70,25.1,Forest,Carnivore,Invertivore,7,,,0,0,NA,
Pellorneum_fuscocapillus,Pellorneidae,Passeriformes,70,30,Forest,Carnivore,Invertivore,9,,,0,0,NA,
Pellorneum_nigrocapitatum,Pellorneidae,Passeriformes,67.6,25.1,Forest,Carnivore,Invertivore,7,,,0,0,NA,
Pellorneum_palustre,Pellorneidae,Passeriformes,63.1,21.5,Wetland,Carnivore,Invertivore,6.1,,,0,0,NA,
Pellorneum_ruficeps,Pellorneidae,Passeriformes,69,26,Shrubland,Carnivore,Invertivore,8.6,,,0,0,NA,
Peneothello_bimaculata,Petroicidae,Passeriformes,81.4,23.8,Forest,Carnivore,Invertivore,19.4,,,0,0,NA,
Peneothello_cryptoleuca,Petroicidae,Passeriformes,82.7,18.9,Forest,Carnivore,Invertivore,16.7,,,0,0,NA,
Peneothello_cyanus,Petroicidae,Passeriformes,85.6,25,Forest,Carnivore,Invertivore,19.2,,,0,0,NA,
Peneothello_sigillata,Petroicidae,Passeriformes,93.5,22.8,Forest,Carnivore,Invertivore,17.3,,,0,0,NA,
Percnostola_arenarum,Thamnophilidae,Passeriformes,65.5,23,Forest,Carnivore,Invertivore,11.3,,,0,0,NA,
Percnostola_arenarum,Thamnophilidae,Passeriformes,65.5,23,Forest,Carnivore,Invertivore,11.3,,,0,0,NA,
Percnostola_rufifrons,Thamnophilidae,Passeriformes,71.2,23.9,Forest,Carnivore,Invertivore,15,,,0,0,NA,
Percnostola_rufifrons,Thamnophilidae,Passeriformes,71.2,23.9,Forest,Carnivore,Invertivore,15,,,0,0,NA,
Periparus_ater,Paridae,Passeriformes,61.1,9.2,Forest,Omnivore,Invertivore,21.9,1,1,1,1,1,
Periparus_rubidiventris,Paridae,Passeriformes,69.6,11.8,Forest,Carnivore,Invertivore,18.8,,,0,0,NA,
Periparus_rufonuchalis,Paridae,Passeriformes,74.5,12.6,Forest,Omnivore,Invertivore,17.7,,,0,0,NA,
Perissocephalus_tricolor,Cotingidae,Passeriformes,211,338.9,Forest,Herbivore,Frugivore,14.9,0,0,0,0,NA,
Pernis_apivorus,Accipitridae,Accipitriformes,407.4,754.4,,Carnivore,Invertivore,37.9,0,1,0,1,0,
Pernis_celebensis,Accipitridae,Accipitriformes,350.2,722,,Carnivore,Invertivore,27.6,0,0,0,0,NA,
Pernis_ptilorhynchus,Accipitridae,Accipitriformes,413.6,1141.1,,Carnivore,Invertivore,32,0,1,0,1,0,
Pernis_steerei,Accipitridae,Accipitriformes,378.5,722,,Carnivore,Invertivore,29.9,0,1,0,1,0,
Petrochelidon_ariel,Hirundinidae,Passeriformes,92.4,10.8,Wetland,Carnivore,Invertivore,50.7,,,0,0,NA,
Petrochelidon_fluvicola,Hirundinidae,Passeriformes,92.5,9.7,Shrubland,Carnivore,Invertivore,50.9,,,0,0,NA,
Petrochelidon_fulva,Hirundinidae,Passeriformes,102.9,19,Grassland,Carnivore,Invertivore,52.6,1,1,1,1,1,
Petrochelidon_nigricans,Hirundinidae,Passeriformes,107.6,15.4,Shrubland,Carnivore,Invertivore,53.2,,,0,0,NA,
Petrochelidon_perdita,Hirundinidae,Passeriformes,110.5,20.6,NA,Carnivore,Invertivore,46.3,,,0,0,NA,
Petrochelidon_preussi,Hirundinidae,Passeriformes,96.4,13.3,Riverine,Carnivore,Invertivore,48.2,,,0,0,NA,
Petrochelidon_pyrrhonota,Hirundinidae,Passeriformes,109.3,21.6,Grassland,Carnivore,Invertivore,49,1,1,1,1,1,
Petrochelidon_rufigula,Hirundinidae,Passeriformes,96.4,15.9,Grassland,Carnivore,Invertivore,46.5,,,0,0,NA,
Petrochelidon_rufocollaris,Hirundinidae,Passeriformes,98,15.9,Human Modified,Carnivore,Invertivore,50.1,,,0,0,NA,
Petrochelidon_spilodera,Hirundinidae,Passeriformes,111.4,20.6,Grassland,Carnivore,Invertivore,46.9,,,0,0,NA,
Petroica_archboldi,Petroicidae,Passeriformes,93,12.2,Shrubland,Carnivore,Invertivore,19.8,,,0,0,NA,
Petroica_australis,Petroicidae,Passeriformes,93,31.3,Forest,Carnivore,Invertivore,20.9,0,0,0,0,NA,
Petroica_bivittata,Petroicidae,Passeriformes,74,9,Forest,Carnivore,Invertivore,20.9,,,0,0,NA,
Petroica_boodang,Petroicidae,Passeriformes,73.8,12.5,Shrubland,Carnivore,Invertivore,27.1,,,0,0,NA,
Petroica_dannefaerdi,Petroicidae,Passeriformes,74.2,11.8,Forest,Carnivore,Invertivore,23.2,,,0,0,NA,
Petroica_goodenovii,Petroicidae,Passeriformes,61,8.9,Woodland,Carnivore,Invertivore,25.1,0,1,0,1,0,
Petroica_longipes,Petroicidae,Passeriformes,92,31.3,Forest,Carnivore,Invertivore,20.8,,,0,0,NA,
Petroica_macrocephala,Petroicidae,Passeriformes,74.2,11.8,Forest,Carnivore,Invertivore,23.2,0,1,0,1,0,
Petroica_multicolor,Petroicidae,Passeriformes,68.8,11.4,Shrubland,Carnivore,Invertivore,22.7,0,0,0,0,NA,
Petroica_phoenicea,Petroicidae,Passeriformes,77.6,13,Shrubland,Carnivore,Invertivore,27.7,1,0,1,0,0,
Petroica_pusilla,Petroicidae,Passeriformes,64,11.4,Shrubland,Carnivore,Invertivore,22.7,0,0,0,0,NA,
Petroica_rodinogaster,Petroicidae,Passeriformes,66.3,10.2,Forest,Carnivore,Invertivore,23.4,0,0,0,0,NA,
Petroica_rosea,Petroicidae,Passeriformes,64.5,8.2,Forest,Carnivore,Invertivore,25.6,,,0,0,NA,
Petroica_traversi,Petroicidae,Passeriformes,79.1,23.5,Forest,Carnivore,Invertivore,24.6,0,0,0,0,NA,
Petronia_petronia,Passeridae,Passeriformes,93,30.2,Rock,Herbivore,Granivore,33.4,,,0,0,NA,
Peucaea_aestivalis,Passerellidae,Passeriformes,59,19.6,Forest,Herbivore,Granivore,16.5,0,1,0,1,0,
Peucaea_botterii,Passerellidae,Passeriformes,63.9,19.9,Grassland,Carnivore,Invertivore,11.5,,,0,0,NA,
Peucaea_carpalis,Passerellidae,Passeriformes,60.2,15.3,Shrubland,Omnivore,Granivore,13.5,,,0,0,NA,
Peucaea_cassinii,Passerellidae,Passeriformes,66.6,18.9,Grassland,Omnivore,Invertivore,16.4,0,1,0,1,0,
Peucaea_humeralis,Passerellidae,Passeriformes,67,23.9,Shrubland,Carnivore,Invertivore,11.1,,,0,0,NA,
Peucaea_mystacalis,Passerellidae,Passeriformes,70.8,22.2,Shrubland,Omnivore,Omnivore,10,,,0,0,NA,
Peucaea_ruficauda,Passerellidae,Passeriformes,75.2,28.2,Shrubland,Herbivore,Omnivore,11.7,,,0,0,NA,
Peucaea_sumichrasti,Passerellidae,Passeriformes,69.4,29.4,Shrubland,Herbivore,Omnivore,9.4,,,0,0,NA,
Peucedramus_taeniatus,Peucedramidae,Passeriformes,71,11,Forest,Carnivore,Invertivore,27.6,0,0,0,0,NA,
Pezopetes_capitalis,Passerellidae,Passeriformes,89.6,55.8,Forest,Omnivore,Invertivore,11.2,,,0,0,NA,
Pezoporus_occidentalis,Psittacidae,Psittaciformes,142.2,130,Shrubland,Herbivore,Granivore,45.3,1,0,1,0,0,
Pezoporus_wallicus,Psittacidae,Psittaciformes,134.3,71.2,Shrubland,Herbivore,Granivore,42.5,0,0,0,0,NA,
Phacellodomus_dorsalis,Furnariidae,Passeriformes,70.8,35.9,Shrubland,Carnivore,Invertivore,9.9,,,0,0,NA,
Phacellodomus_erythrophthalmus,Furnariidae,Passeriformes,64.8,24.5,Wetland,Carnivore,Invertivore,7.1,,,0,0,NA,
Phacellodomus_ferrugineigula,Furnariidae,Passeriformes,61.7,24.5,Forest,Carnivore,Invertivore,9.7,0,0,0,0,NA,
Phacellodomus_inornatus,Furnariidae,Passeriformes,64.8,24,Shrubland,Carnivore,Invertivore,9.9,,,0,0,NA,
Phacellodomus_maculipectus,Furnariidae,Passeriformes,60,21.9,Shrubland,Carnivore,Invertivore,10.5,,,0,0,NA,
Phacellodomus_ruber,Furnariidae,Passeriformes,73.3,41,Shrubland,Carnivore,Invertivore,12.1,,,0,0,NA,
Phacellodomus_rufifrons,Furnariidae,Passeriformes,64.2,24.6,Shrubland,Carnivore,Invertivore,14.1,0,0,0,0,NA,
Phacellodomus_sibilatrix,Furnariidae,Passeriformes,55.6,15.5,Woodland,Carnivore,Invertivore,11.1,,,0,0,NA,
Phacellodomus_striaticeps,Furnariidae,Passeriformes,68.1,29.1,Shrubland,Carnivore,Invertivore,10.1,,,0,0,NA,
Phacellodomus_striaticollis,Furnariidae,Passeriformes,64,25.7,Shrubland,Carnivore,Invertivore,10.5,,,0,0,NA,
Phaenostictus_mcleannani,Thamnophilidae,Passeriformes,89.8,51.1,Forest,Carnivore,Invertivore,13.7,0,1,0,1,0,
Phaenostictus_mcleannani,Thamnophilidae,Passeriformes,89.8,51.1,Forest,Carnivore,Invertivore,13.7,,,0,0,NA,
Phaeomyias_murina,Tyrannidae,Passeriformes,55,10,Shrubland,Omnivore,Invertivore,15.4,,,0,0,NA,
Phaeomyias_tumbezana,Tyrannidae,Passeriformes,60.8,11.5,Shrubland,Omnivore,Invertivore,15.2,,,0,0,NA,
Phainopepla_nitens__,Ptiliogonatidae,Passeriformes,92.6,22.1,Shrubland,Omnivore,Frugivore,16.9,0,1,0,1,0,
Phainoptila_melanoxantha__,Ptiliogonatidae,Passeriformes,99.5,56,Forest,Herbivore,Frugivore,15.2,,,0,0,NA,
Pharomachrus_antisianus__,Trogonidae,Trogoniformes,188.9,152.1,Forest,Herbivore,Frugivore,39.9,0,0,0,0,NA,
Pharomachrus_auriceps__,Trogonidae,Trogoniformes,202.1,180,Forest,Herbivore,Frugivore,36.6,0,0,0,0,NA,
Pharomachrus_fulgidus__,Trogonidae,Trogoniformes,182.6,160,Forest,Herbivore,Frugivore,39.8,0,0,0,0,NA,
Pharomachrus_mocinno__,Trogonidae,Trogoniformes,202,202.5,Forest,Herbivore,Frugivore,38.5,0,0,0,0,NA,
Pharomachrus_pavoninus__,Trogonidae,Trogoniformes,178.4,163,Forest,Herbivore,Frugivore,39.3,0,0,0,0,NA,
Phedina_borbonica,Hirundinidae,Passeriformes,113,22.2,Forest,Carnivore,Invertivore,51.5,,,0,0,NA,
Phedinopsis_brazzae,Hirundinidae,Passeriformes,99.8,13,Forest,Carnivore,Invertivore,47.2,0,0,0,0,NA,
Phelpsia_inornata,Tyrannidae,Passeriformes,98,29.4,Forest,Carnivore,Invertivore,19.3,,,0,0,NA,
Pheugopedius_atrogularis,Troglodytidae,Passeriformes,66,24.2,Forest,Carnivore,Invertivore,11.1,,,0,0,NA,
Pheugopedius_atrogularis__,Troglodytidae,Passeriformes,66,24.2,Forest,Carnivore,Invertivore,11.1,0,0,0,0,NA,
Pheugopedius_columbianus,Troglodytidae,Passeriformes,57,20,Woodland,Carnivore,Invertivore,11.9,,,0,0,NA,
Pheugopedius_columbianus__,Troglodytidae,Passeriformes,57,20,Woodland,Carnivore,Invertivore,11.9,0,0,0,0,NA,
Pheugopedius_coraya,Troglodytidae,Passeriformes,62.8,17.2,Forest,Carnivore,Invertivore,11.6,,,0,0,NA,
Pheugopedius_coraya__,Troglodytidae,Passeriformes,62.8,17.2,Forest,Carnivore,Invertivore,11.6,0,0,0,0,NA,
Pheugopedius_eisenmanni,Troglodytidae,Passeriformes,65.2,23.1,Forest,Carnivore,Invertivore,7,,,0,0,NA,
Pheugopedius_eisenmanni__,Troglodytidae,Passeriformes,65.2,23.1,Forest,Carnivore,Invertivore,7,0,0,0,0,NA,
Pheugopedius_euophrys,Troglodytidae,Passeriformes,69.6,30.3,Forest,Carnivore,Invertivore,9.2,,,0,0,NA,
Pheugopedius_euophrys__,Troglodytidae,Passeriformes,69.6,30.3,Forest,Carnivore,Invertivore,9.2,0,0,0,0,NA,
Pheugopedius_fasciatoventris,Troglodytidae,Passeriformes,67.2,24,Forest,Carnivore,Invertivore,11.2,,,0,0,NA,
Pheugopedius_fasciatoventris__,Troglodytidae,Passeriformes,67.2,24,Forest,Carnivore,Invertivore,11.2,0,0,0,0,NA,
Pheugopedius_felix,Troglodytidae,Passeriformes,57.2,12.8,Woodland,Carnivore,Invertivore,6.3,,,0,0,NA,
Pheugopedius_felix__,Troglodytidae,Passeriformes,57.2,12.8,Woodland,Carnivore,Invertivore,6.3,0,0,0,0,NA,
Pheugopedius_genibarbis,Troglodytidae,Passeriformes,61.1,19.2,Forest,Carnivore,Invertivore,10.4,,,0,0,NA,
Pheugopedius_genibarbis__,Troglodytidae,Passeriformes,61.1,19.2,Forest,Carnivore,Invertivore,10.4,0,0,0,0,NA,
Pheugopedius_maculipectus,Troglodytidae,Passeriformes,58.5,15,Forest,Carnivore,Invertivore,10.3,,,0,0,NA,
Pheugopedius_maculipectus__,Troglodytidae,Passeriformes,58.5,15,Forest,Carnivore,Invertivore,10.3,0,0,0,0,NA,
Pheugopedius_mystacalis,Troglodytidae,Passeriformes,64.5,29,Forest,Carnivore,Invertivore,9.1,,,0,0,NA,
Pheugopedius_mystacalis__,Troglodytidae,Passeriformes,64.5,29,Forest,Carnivore,Invertivore,9.1,0,0,0,0,NA,
Pheugopedius_paucimaculatus,Troglodytidae,Passeriformes,62,20,Woodland,Carnivore,Invertivore,11.9,,,0,0,NA,
Pheugopedius_paucimaculatus__,Troglodytidae,Passeriformes,62,20,Woodland,Carnivore,Invertivore,11.9,0,0,0,0,NA,
Pheugopedius_rutilus,Troglodytidae,Passeriformes,58.8,16.5,Forest,Carnivore,Invertivore,10.9,,,0,0,NA,
Pheugopedius_rutilus__,Troglodytidae,Passeriformes,58.8,16.5,Forest,Carnivore,Invertivore,10.9,0,0,0,0,NA,
Pheugopedius_schulenbergi,Troglodytidae,Passeriformes,69.6,30.3,Forest,Carnivore,Invertivore,9.2,,,0,0,NA,
Pheugopedius_schulenbergi__,Troglodytidae,Passeriformes,69.6,30.3,Forest,Carnivore,Invertivore,9.2,0,0,0,0,NA,
Pheugopedius_sclateri,Troglodytidae,Passeriformes,62,20,Woodland,Carnivore,Invertivore,11.9,,,0,0,NA,
Pheugopedius_sclateri__,Troglodytidae,Passeriformes,62,20,Woodland,Carnivore,Invertivore,11.9,0,0,0,0,NA,
Pheugopedius_spadix,Troglodytidae,Passeriformes,64.5,19.1,Forest,Carnivore,Invertivore,8.5,,,0,0,NA,
Pheugopedius_spadix__,Troglodytidae,Passeriformes,64.5,19.1,Forest,Carnivore,Invertivore,8.5,0,0,0,0,NA,
Phibalura_boliviana,Cotingidae,Passeriformes,97.6,46.5,Forest,Herbivore,Frugivore,32,0,0,0,0,NA,
Phibalura_flavirostris,Cotingidae,Passeriformes,99,46.5,Forest,Herbivore,Frugivore,33.2,0,0,0,0,NA,
Phigys_solitarius,Psittacidae,Psittaciformes,123.2,83.3,Forest,Herbivore,Nectarivore,49,0,1,0,1,0,
Philemon_albitorques,Meliphagidae,Passeriformes,184.5,85.7,Forest,Herbivore,Nectarivore,21.1,,,0,0,NA,
Philemon_argenticeps,Meliphagidae,Passeriformes,136.3,80.4,Forest,Omnivore,Omnivore,22.9,,,0,0,NA,
Philemon_brassi,Meliphagidae,Passeriformes,99.5,85.7,Wetland,Herbivore,Omnivore,10.7,,,0,0,NA,
Philemon_buceroides,Meliphagidae,Passeriformes,147.6,108.6,Forest,Herbivore,Omnivore,17.6,,,0,0,NA,
Philemon_citreogularis__,Meliphagidae,Passeriformes,127.2,60.6,Forest,Herbivore,Omnivore,20,,,0,0,NA,
Philemon_cockerelli__,Meliphagidae,Passeriformes,154.2,154.1,Forest,Omnivore,Omnivore,16.6,,,0,0,NA,
Philemon_corniculatus__,Meliphagidae,Passeriformes,152.1,100.7,Forest,Omnivore,Omnivore,27.1,,,0,0,NA,
Philemon_diemenensis__,Meliphagidae,Passeriformes,125.8,65.9,Forest,Omnivore,Omnivore,20.3,,,0,0,NA,
Philemon_eichhorni__,Meliphagidae,Passeriformes,137.8,101,Forest,Herbivore,Omnivore,16.2,,,0,0,NA,
Philemon_fuscicapillus__,Meliphagidae,Passeriformes,145.4,85.7,Forest,Herbivore,Omnivore,17.5,,,0,0,NA,
Philemon_inornatus__,Meliphagidae,Passeriformes,117.7,85.7,Forest,Herbivore,Omnivore,19,,,0,0,NA,
Philemon_kisserensis__,Meliphagidae,Passeriformes,126,62.8,Forest,Herbivore,Omnivore,19.7,,,0,0,NA,
Philemon_meyeri__,Meliphagidae,Passeriformes,109.4,52,Forest,Herbivore,Omnivore,19.6,,,0,0,NA,
